Question;Answer
Uruguay. What religions are found in Uruguay?;Roman Catholic, Protestant, Jewish, and nonprofessing.
Uruguay. What religions are found in Uruguay?;Roman Catholic, Protestant, Jewish
Uruguay. What has Uruguay done to be competitive in agriculture?;"Labeling as ""Natural"" or ""Ecological"""
Uruguay. What has Uruguay done to be competitive in agriculture?;"Use low inputs of labour, technology, and capital, which results in lower yields but also opens the door for Uruguay to market its products as ""natural"" or ""ecological"""
Uruguay. What are the names of Uruguay's political parties?;Partido Colorado and Partido Blanco
Uruguay. What are the names of Uruguay's political parties?;Partido Blanco and Partido Colorado
Uruguay. Is Uruguay the smallest soverign nation in South America?;No
Uruguay. Is Uruguay the smallest soverign nation in South America?;No
Uruguay. What was founded by the Spanish in the early 18th century as a military stronghold?;Montevideo
Uruguay. What has many possible meanings?;(What?)
Uruguay. How do india and latin america relate?;Uruguay exports architectural services to India and Latin America
Uruguay. What did Uruguay win in 1828?;Its independence
Uruguay. Is Uruguay very common?;No?
Uruguay. Is The climate in Uruguay temperate?;Yes
Uruguay. Is the main sport in Uruguay football ?;Yes
Uruguay. Is Uruguay 's oldest church in San Carlos , Maldonado ?;Yes
Uruguay. Is Uruguay a member of the Cairns Group of exporters of agricultural products ?;Yes
Uruguay. Is it widely considered the most secular nation in Latin America ?;Yes
Uruguay. Is it the second smallest independent country in south america , larger only than suriname and the french overseas department of french guiana?;Yes
Uruguay. Is it a constitutional democracy , where the president fulfills the roles of both head of state and head of government?;Yes
Woodrow_Wilson. Was Woodrow Wilson the thirtieth President of the United States?;no
Woodrow_Wilson. Was Woodrow Wilson the thirtieth President of the United States?;No
Woodrow_Wilson. Did Woodrow Wilson create the League of Nations?;yes
Woodrow_Wilson. Did Woodrow Wilson create the League of Nations?;Yes
Woodrow_Wilson. Did the U.S. join the League of Nations?;no
Woodrow_Wilson. Did the U.S. join the League of Nations?;No
Woodrow_Wilson. Where was the League of Nations created?;Paris
Woodrow_Wilson. Where was the League of Nations created?;Paris
Woodrow_Wilson. When was Woodrow Wilson born?;December 28, 1856
Woodrow_Wilson. When was Woodrow Wilson born?;December 28, 1856
Woodrow_Wilson. Who was President when Wilson finished Congressional Government?;Grover Cleveland
Woodrow_Wilson. Who was President when Wilson finished Congressional Government?;Grover Cleveland
Woodrow_Wilson. What field did Woodrow Wilson leave law practice to study?;history and political science
Woodrow_Wilson. What field did Woodrow Wilson leave law practice to study?;Government
Woodrow_Wilson. What caused Wilson to ask Congress to declare war on the Central Powers?;German began unrestricted submarine warfare
Woodrow_Wilson. What caused Wilson to ask Congress to declare war on the Central Powers?;World War I
Woodrow_Wilson. What was more damaging than moving students into colleges?;His confrontation with Andrew Fleming West
Woodrow_Wilson. Was Wilson a member of the Phi Kappa Psi fraternity?;yes
Woodrow_Wilson. Was Wilson a member of the Phi Kappa Psi fraternity?;Totally.\t
Woodrow_Wilson. Was Wilson an automobile enthusiast?;yes
Woodrow_Wilson. Was Wilson an automobile enthusiast?;ouai
Woodrow_Wilson. Did Wilson's father own slaves?;yes
Woodrow_Wilson. Did Wilson's father own slaves?;Yeah
Woodrow_Wilson. Where is Wilson buried?;He was buried in Washington National Cathedral
Woodrow_Wilson. Where is Wilson buried?;Washington National Cathedral
Woodrow_Wilson. Where did Wilson attend law school?;Wilson attended law school at University of Virginia
Woodrow_Wilson. Where did Wilson attend law school?;University of Virginia
Woodrow_Wilson. Where was Woodrow Wilson born?;Woodrow Wilson was born in Staunton, Virginia
Woodrow_Wilson. Where was Woodrow Wilson born?;Staunton, Virginia
Woodrow_Wilson. Did Wilson support desegregation?;no
Woodrow_Wilson. Did Wilson support desegregation?;Not in the slightest.
Woodrow_Wilson. Did Wilson support the committee system?;no
Woodrow_Wilson. Did Wilson support the committee system?;No.
Woodrow_Wilson. Did Wilson have any siblings?;yes
Woodrow_Wilson. Did Wilson have any siblings?;NULL
Woodrow_Wilson. What was Scots-Irish and Scottish?;His ancestry
Woodrow_Wilson. What defended slavery, owned slaves and set up a Sunday school for them?;His father
Woodrow_Wilson. Who did Wilson win in 1917?;Irish Americans
Woodrow_Wilson. Was Wilson awarded the 1919 Nobel Peace Prize?;Yes
Woodrow_Wilson. Was Wilson a remarkably effective writer and thinker?;Yes
Woodrow_Wilson. What lived in Columbia?;Wilson
Woodrow_Wilson. Was Wilson president of the American Political Science Association in 1910 ?;Yes
Woodrow_Wilson. Did he not cast his ballot for John M. Palmer , the presidential candidate of the National Democratic Party , or Gold Democrats , a short-lived party that supported a gold standard , low tariffs , and limited government ?;Yes
Woodrow_Wilson. Did Wilson not spend 1914 through the beginning of 1917 trying to keep America out of the war in Europe ?;Yes
Woodrow_Wilson. Was Wilson , a staunch opponent of antisemitism , sympathetic to the plight of Jews , especially in Poland and in France ?;Yes
Woodrow_Wilson. What happened in 1917?;raised billions through Liberty loans, imposed an income tax, set up the War Industries Board, promoted labor union growth, supervised agriculture and food production through the Lever Act, took over control of the railroads, and suppressed anti-war movements
